x,y,height,momentum_x
0.01,0.01,7.26774,21.2123
0.03,0.01,7.26776,21.2122
0.05,0.01,7.26778,21.2121
0.07,0.01,7.2678,21.212
0.09,0.01,7.26782,21.2119
0.11,0.01,7.26783,21.2118
0.13,0.01,7.26785,21.2118
0.15,0.01,7.26786,21.2117
0.17,0.01,7.26788,21.2116
0.19,0.01,7.26789,21.2115
0.21,0.01,7.2679,21.2115
0.23,0.01,7.26791,21.2114
0.25,0.01,7.26792,21.2113
0.27,0.01,7.26794,21.2113
0.29,0.01,7.26795,21.2112
0.31,0.01,7.26796,21.2112
0.33,0.01,7.26796,21.2111
0.35,0.01,7.26797,21.2111
0.37,0.01,7.26798,21.211
0.39,0.01,7.26799,21.211
0.41,0.01,7.268,21.2109
0.43,0.01,7.26801,21.2109
0.45,0.01,7.26802,21.2108
0.47,0.01,7.26803,21.2108
0.49,0.01,7.26803,21.2108
0.51,0.01,7.26804,21.2107
0.53,0.01,7.26805,21.2107
0.55,0.01,7.26805,21.2107
0.57,0.01,7.26806,21.2106
0.59,0.01,7.26806,21.2106
0.61,0.01,7.26806,21.2106
0.63,0.01,7.26807,21.2106
0.65,0.01,7.26807,21.2105
0.67,0.01,7.26808,21.2105
0.69,0.01,7.26808,21.2105
0.71,0.01,7.26808,21.2105
0.73,0.01,7.26809,21.2104
0.75,0.01,7.26809,21.2104
0.77,0.01,7.2681,21.2104
0.79,0.01,7.2681,21.2104
0.81,0.01,7.2681,21.2104
0.83,0.01,7.26811,21.2103
0.85,0.01,7.26811,21.2103
0.87,0.01,7.26812,21.2103
0.89,0.01,7.26812,21.2103
0.91,0.01,7.26812,21.2102
0.93,0.01,7.26813,21.2102
0.95,0.01,7.26813,21.2102
0.97,0.01,7.26814,21.2102
0.99,0.01,7.26814,21.2102
1.01,0.01,7.26814,21.2101
1.03,0.01,7.26815,21.2101
1.05,0.01,7.26815,21.2101
1.07,0.01,7.26815,21.2101
1.09,0.01,7.26815,21.2101
1.11,0.01,7.26815,21.2101
1.13,0.01,7.26816,21.2101
1.15,0.01,7.26816,21.2101
1.17,0.01,7.26816,21.2101
1.19,0.01,7.26816,21.21
1.21,0.01,7.26816,21.21
1.23,0.01,7.26816,21.21
1.25,0.01,7.26816,21.21
1.27,0.01,7.26816,21.21
1.29,0.01,7.26816,21.21
1.31,0.01,7.26816,21.21
1.33,0.01,7.26816,21.21
1.35,0.01,7.26816,21.21
1.37,0.01,7.26817,21.21
1.39,0.01,7.26817,21.21
1.41,0.01,7.26817,21.21
1.43,0.01,7.26817,21.21
1.45,0.01,7.26817,21.21
1.47,0.01,7.26817,21.21
1.49,0.01,7.26817,21.21
1.51,0.01,7.26817,21.21
1.53,0.01,7.26817,21.21
1.55,0.01,7.26817,21.21
1.57,0.01,7.26817,21.21
1.59,0.01,7.26817,21.21
1.61,0.01,7.26817,21.21
1.63,0.01,7.26817,21.21
1.65,0.01,7.26817,21.21
1.67,0.01,7.26817,21.21
1.69,0.01,7.26817,21.21
1.71,0.01,7.26818,21.21
1.73,0.01,7.26818,21.21
1.75,0.01,7.26818,21.21
1.77,0.01,7.26818,21.21
1.79,0.01,7.26818,21.21
1.81,0.01,7.26818,21.21
1.83,0.01,7.26818,21.21
1.85,0.01,7.26818,21.21
1.87,0.01,7.26818,21.21
1.89,0.01,7.26818,21.21
1.91,0.01,7.26818,21.21
1.93,0.01,7.26818,21.21
1.95,0.01,7.26818,21.21
1.97,0.01,7.26818,21.21
1.99,0.01,7.26818,21.21
2.01,0.01,7.26818,21.21
2.03,0.01,7.26818,21.21
2.05,0.01,7.26819,21.21
2.07,0.01,7.26819,21.21
2.09,0.01,7.26819,21.21
2.11,0.01,7.26819,21.21
2.13,0.01,7.26819,21.21
2.15,0.01,7.26819,21.21
2.17,0.01,7.26819,21.21
2.19,0.01,7.26819,21.21
2.21,0.01,7.26819,21.21
2.23,0.01,7.26819,21.21
2.25,0.01,7.26819,21.21
2.27,0.01,7.26819,21.21
2.29,0.01,7.26819,21.21
2.31,0.01,7.26819,21.21
2.33,0.01,7.26819,21.21
2.35,0.01,7.2682,21.21
2.37,0.01,7.2682,21.21
2.39,0.01,7.2682,21.21
2.41,0.01,7.2682,21.21
2.43,0.01,7.2682,21.21
2.45,0.01,7.2682,21.21
2.47,0.01,7.2682,21.21
2.49,0.01,7.2682,21.21
2.51,0.01,7.26821,21.21
2.53,0.01,7.26821,21.21
2.55,0.01,7.26821,21.2101
2.57,0.01,7.26821,21.2101
2.59,0.01,7.26821,21.2101
2.61,0.01,7.26821,21.2101
2.63,0.01,7.26821,21.2101
2.65,0.01,7.26822,21.2101
2.67,0.01,7.26822,21.2101
2.69,0.01,7.26822,21.2101
2.71,0.01,7.26822,21.2101
2.73,0.01,7.26822,21.2101
2.75,0.01,7.26822,21.2101
2.77,0.01,7.26822,21.2101
2.79,0.01,7.26823,21.2101
2.81,0.01,7.26823,21.2102
2.83,0.01,7.26823,21.2102
2.85,0.01,7.26823,21.2102
2.87,0.01,7.26823,21.2102
2.89,0.01,7.26823,21.2102
2.91,0.01,7.26823,21.2102
2.93,0.01,7.26824,21.2102
2.95,0.01,7.26824,21.2102
2.97,0.01,7.26824,21.2102
2.99,0.01,7.26824,21.2102
3.01,0.01,7.26824,21.2103
3.03,0.01,7.26824,21.2103
3.05,0.01,7.26824,21.2103
3.07,0.01,7.26825,21.2103
3.09,0.01,7.26825,21.2103
3.11,0.01,7.26825,21.2103
3.13,0.01,7.26825,21.2104
3.15,0.01,7.26826,21.2104
3.17,0.01,7.26826,21.2104
3.19,0.01,7.26826,21.2104
3.21,0.01,7.26826,21.2105
3.23,0.01,7.26826,21.2105
3.25,0.01,7.26827,21.2105
3.27,0.01,7.26827,21.2105
3.29,0.01,7.26827,21.2105
3.31,0.01,7.26827,21.2105
3.33,0.01,7.26828,21.2106
3.35,0.01,7.26828,21.2106
3.37,0.01,7.26828,21.2106
3.39,0.01,7.26828,21.2106
3.41,0.01,7.26828,21.2106
3.43,0.01,7.26829,21.2106
3.45,0.01,7.26829,21.2107
3.47,0.01,7.26829,21.2107
3.49,0.01,7.26829,21.2107
3.51,0.01,7.2683,21.2107
3.53,0.01,7.2683,21.2107
3.55,0.01,7.2683,21.2108
3.57,0.01,7.2683,21.2108
3.59,0.01,7.2683,21.2108
3.61,0.01,7.26831,21.2108
3.63,0.01,7.26831,21.2108
3.65,0.01,7.26831,21.2109
3.67,0.01,7.26831,21.2109
3.69,0.01,7.26832,21.2109
