x,y,height,momentum_x
0.01,0.01,9.11814,8.1405
0.03,0.01,9.09801,8.31259
0.05,0.01,9.07785,8.48428
0.07,0.01,9.05766,8.65556
0.09,0.01,9.03745,8.82639
0.11,0.01,9.01722,8.99675
0.13,0.01,8.99698,9.1666
0.15,0.01,8.97671,9.33595
0.17,0.01,8.95644,9.50476
0.19,0.01,8.93615,9.67303
0.21,0.01,8.91586,9.84071
0.23,0.01,8.89556,10.0078
0.25,0.01,8.87525,10.1743
0.27,0.01,8.85494,10.3402
0.29,0.01,8.83463,10.5054
0.31,0.01,8.81431,10.6699
0.33,0.01,8.79401,10.8338
0.35,0.01,8.7737,10.997
0.37,0.01,8.7534,11.1596
0.39,0.01,8.7331,11.3214
0.41,0.01,8.71282,11.4825
0.43,0.01,8.69254,11.6428
0.45,0.01,8.67227,11.8025
0.47,0.01,8.65202,11.9614
0.49,0.01,8.63177,12.1195
0.51,0.01,8.61154,12.2769
0.53,0.01,8.59133,12.4335
0.55,0.01,8.57113,12.5893
0.57,0.01,8.55095,12.7443
0.59,0.01,8.53079,12.8985
0.61,0.01,8.51065,13.0519
0.63,0.01,8.49053,13.2045
0.65,0.01,8.47043,13.3562
0.67,0.01,8.45036,13.5071
0.69,0.01,8.43031,13.6572
0.71,0.01,8.41029,13.8065
0.73,0.01,8.39029,13.9549
0.75,0.01,8.37033,14.1024
0.77,0.01,8.35039,14.2491
0.79,0.01,8.33048,14.3949
0.81,0.01,8.31061,14.5398
0.83,0.01,8.29077,14.6838
0.85,0.01,8.27096,14.827
0.87,0.01,8.25119,14.9692
0.89,0.01,8.23146,15.1105
0.91,0.01,8.21177,15.2509
0.93,0.01,8.19212,15.3904
0.95,0.01,8.17251,15.5289
0.97,0.01,8.15295,15.6665
0.99,0.01,8.13343,15.8031
1.01,0.01,8.11396,15.9387
1.03,0.01,8.09454,16.0734
1.05,0.01,8.07518,16.2071
1.07,0.01,8.05587,16.3398
1.09,0.01,8.03661,16.4715
1.11,0.01,8.01742,16.6022
1.13,0.01,7.99828,16.7318
1.15,0.01,7.97922,16.8604
1.17,0.01,7.96022,16.988
1.19,0.01,7.94129,17.1144
1.21,0.01,7.92244,17.2398
1.23,0.01,7.90366,17.364
1.25,0.01,7.88497,17.4871
1.27,0.01,7.86637,17.6091
1.29,0.01,7.84785,17.7299
1.31,0.01,7.82944,17.8495
1.33,0.01,7.81112,17.9678
1.35,0.01,7.79291,18.085
1.37,0.01,7.77482,18.2008
1.39,0.01,7.75684,18.3154
1.41,0.01,7.73899,18.4285
1.43,0.01,7.72127,18.5404
1.45,0.01,7.70369,18.6508
1.47,0.01,7.68626,18.7597
1.49,0.01,7.669,18.8672
1.51,0.01,7.6519,18.9731
1.53,0.01,7.63498,19.0774
1.55,0.01,7.61825,19.18
1.57,0.01,7.60172,19.2809
1.59,0.01,7.58541,19.3801
1.61,0.01,7.56933,19.4774
1.63,0.01,7.55349,19.5729
1.65,0.01,7.53791,19.6663
1.67,0.01,7.5226,19.7577
1.69,0.01,7.50759,19.847
1.71,0.01,7.49288,19.9341
1.73,0.01,7.47851,20.0188
1.75,0.01,7.46449,20.1011
1.77,0.01,7.45083,20.181
1.79,0.01,7.43757,20.2582
1.81,0.01,7.42472,20.3328
1.83,0.01,7.4123,20.4046
1.85,0.01,7.40034,20.4735
1.87,0.01,7.38885,20.5394
1.89,0.01,7.37786,20.6022
1.91,0.01,7.36739,20.6619
1.93,0.01,7.35745,20.7184
1.95,0.01,7.34806,20.7716
1.97,0.01,7.33924,20.8215
1.99,0.01,7.33098,20.868
2.01,0.01,7.32331,20.9112
2.03,0.01,7.31622,20.9509
2.05,0.01,7.30972,20.9873
2.07,0.01,7.30379,21.0205
2.09,0.01,7.29842,21.0504
2.11,0.01,7.29361,21.0772
2.13,0.01,7.28932,21.101
2.15,0.01,7.28554,21.122
2.17,0.01,7.28224,21.1403
2.19,0.01,7.27938,21.1561
2.21,0.01,7.27694,21.1696
2.23,0.01,7.27487,21.1811
2.25,0.01,7.27315,21.1906
2.27,0.01,7.27172,21.1985
2.29,0.01,7.27057,21.2048
2.31,0.01,7.26964,21.2099
2.33,0.01,7.26891,21.2139
2.35,0.01,7.26835,21.217
2.37,0.01,7.26793,21.2193
2.39,0.01,7.26762,21.221
2.41,0.01,7.2674,21.2222
2.43,0.01,7.26726,21.2229
2.45,0.01,7.26718,21.2234
2.47,0.01,7.26714,21.2236
2.49,0.01,7.26713,21.2236
2.51,0.01,7.26715,21.2235
2.53,0.01,7.26718,21.2233
2.55,0.01,7.26723,21.223
2.57,0.01,7.26728,21.2227
2.59,0.01,7.26734,21.2223
2.61,0.01,7.2674,21.222
2.63,0.01,7.26746,21.2216
2.65,0.01,7.26751,21.2213
2.67,0.01,7.26757,21.221
2.69,0.01,7.26762,21.2206
2.71,0.01,7.26768,21.2203
2.73,0.01,7.26772,21.2201
2.75,0.01,7.26777,21.2198
2.77,0.01,7.26782,21.2195
2.79,0.01,7.26786,21.2193
2.81,0.01,7.2679,21.219
2.83,0.01,7.26793,21.2188
2.85,0.01,7.26797,21.2186
2.87,0.01,7.268,21.2184
2.89,0.01,7.26803,21.2182
2.91,0.01,7.26806,21.218
2.93,0.01,7.26809,21.2178
2.95,0.01,7.26811,21.2177
2.97,0.01,7.26814,21.2175
2.99,0.01,7.26816,21.2174
3.01,0.01,7.26818,21.2172
3.03,0.01,7.2682,21.2171
3.05,0.01,7.26822,21.217
3.07,0.01,7.26824,21.2169
3.09,0.01,7.26826,21.2168
3.11,0.01,7.26827,21.2166
3.13,0.01,7.26829,21.2165
3.15,0.01,7.26831,21.2164
3.17,0.01,7.26832,21.2163
3.19,0.01,7.26833,21.2162
3.21,0.01,7.26834,21.2162
3.23,0.01,7.26836,21.2161
3.25,0.01,7.26837,21.216
3.27,0.01,7.26838,21.2159
3.29,0.01,7.26839,21.2158
3.31,0.01,7.2684,21.2158
3.33,0.01,7.26841,21.2157
3.35,0.01,7.26842,21.2156
3.37,0.01,7.26843,21.2155
3.39,0.01,7.26844,21.2155
3.41,0.01,7.26844,21.2154
3.43,0.01,7.26845,21.2154
3.45,0.01,7.26845,21.2153
3.47,0.01,7.26846,21.2152
3.49,0.01,7.26847,21.2152
3.51,0.01,7.26847,21.2151
