x,y,height,momentum_x
0.01,0.01,9.99999,5.19343e-05
0.03,0.01,9.99999,7.03331e-05
0.05,0.01,9.99999,8.90835e-05
0.07,0.01,9.99999,9.99185e-05
0.09,0.01,9.99999,0.000113232
0.11,0.01,9.99998,0.000129541
0.13,0.01,9.99998,0.000139781
0.15,0.01,9.99998,0.000155443
0.17,0.01,9.99998,0.000190868
0.19,0.01,9.99997,0.00024907
0.21,0.01,9.99996,0.000340228
0.23,0.01,9.99995,0.000486204
0.25,0.01,9.99993,0.000711088
0.27,0.01,9.99989,0.00103638
0.29,0.01,9.99985,0.00149255
0.31,0.01,9.99978,0.00213437
0.33,0.01,9.99969,0.00303486
0.35,0.01,9.99957,0.00427051
0.37,0.01,9.9994,0.00594865
0.39,0.01,9.99917,0.00821216
0.41,0.01,9.99886,0.0112174
0.43,0.01,9.99846,0.0151739
0.45,0.01,9.99794,0.0203413
0.47,0.01,9.99727,0.0269983
0.49,0.01,9.99642,0.0354722
0.51,0.01,9.99534,0.0461509
0.53,0.01,9.99399,0.0594599
0.55,0.01,9.99233,0.0758706
0.57,0.01,9.9903,0.0959094
0.59,0.01,9.98786,0.120121
0.61,0.01,9.98493,0.149062
0.63,0.01,9.98146,0.183317
0.65,0.01,9.97739,0.223455
0.67,0.01,9.97267,0.270032
0.69,0.01,9.96724,0.323584
0.71,0.01,9.96104,0.384591
0.73,0.01,9.95404,0.453486
0.75,0.01,9.94619,0.530632
0.77,0.01,9.93746,0.616315
0.79,0.01,9.92782,0.710745
0.81,0.01,9.91727,0.814053
0.83,0.01,9.90578,0.926287
0.85,0.01,9.89336,1.04742
0.87,0.01,9.88001,1.17734
0.89,0.01,9.86574,1.31586
0.91,0.01,9.85058,1.46277
0.93,0.01,9.83454,1.61777
0.95,0.01,9.81766,1.78052
0.97,0.01,9.79996,1.95067
0.99,0.01,9.78148,2.12784
1.01,0.01,9.76225,2.3116
1.03,0.01,9.74232,2.50154
1.05,0.01,9.72171,2.69725
1.07,0.01,9.70048,2.89829
1.09,0.01,9.67864,3.10427
1.11,0.01,9.65625,3.31476
1.13,0.01,9.63333,3.52938
1.15,0.01,9.60993,3.74776
1.17,0.01,9.58607,3.96953
1.19,0.01,9.56179,4.19433
1.21,0.01,9.53712,4.42184
1.23,0.01,9.51208,4.65175
1.25,0.01,9.48671,4.88378
1.27,0.01,9.46102,5.11766
1.29,0.01,9.43505,5.35312
1.31,0.01,9.40882,5.58992
1.33,0.01,9.38234,5.82784
1.35,0.01,9.35564,6.06666
1.37,0.01,9.32874,6.30621
1.39,0.01,9.30165,6.5463
1.41,0.01,9.27439,6.78675
1.43,0.01,9.24697,7.02742
1.45,0.01,9.21941,7.26815
1.47,0.01,9.19173,7.50882
1.49,0.01,9.16392,7.7493
1.51,0.01,9.13602,7.98947
1.53,0.01,9.10802,8.22923
1.55,0.01,9.07994,8.46849
1.57,0.01,9.05178,8.70714
1.59,0.01,9.02356,8.94511
1.61,0.01,8.99528,9.18229
1.63,0.01,8.96695,9.41862
1.65,0.01,8.93858,9.65404
1.67,0.01,8.91018,9.88849
1.69,0.01,8.88175,10.1219
1.71,0.01,8.85329,10.3542
1.73,0.01,8.82482,10.5854
1.75,0.01,8.79634,10.8153
1.77,0.01,8.76785,11.0441
1.79,0.01,8.73937,11.2715
1.81,0.01,8.71089,11.4976
1.83,0.01,8.68241,11.7223
